year,average-temperature-winter,average-temperature-spring,average-temperature-summer,average-temperature-fall
1987,-2.0,11.4,16.7,4.9
1988,2.6,12.7,16.3,5.1
1989,3.7,12.2,16.9,4.6
1990,3.6,11.8,15.7,4.2
1991,0.7,10.0,17.2,2.9
1992,2.9,13.6,18.0,5.0
1993,2.2,14.6,16.5,4.4
1994,3.7,13.2,18.6,6.7
1995,3.2,12.4,17.6,5.0
1996,-0.3,12.5,15.3,4.5
1997,3.2,12.3,17.9,5.0
1998,4.0,13.9,16.6,4.2
1999,3.0,13.4,18.7,4.9
2000,3.9,14.9,16.7,6.9
2001,3.6,12.9,17.7,5.8
2002,4.1,14.0,17.4,6.3
2003,2.1,15.7,19.9,5.3
2004,2.9,13.0,17.8,5.6
2005,1.8,14.2,17.7,5.6
2006,0.5,13.8,19.2,8.3
2007,5.6,15.6,16.4,4.8
2008,4.6,14.4,17.0,5.6
2009,1.2,14.7,18.5,6.2
2010,1.2,13.1,17.3,4.0
2011,3.4,15.3,17.9,6.5
2012,2.7,14.3,18.2,5.7
2013,0.9,12.9,18.2,6.7
2014,5.8,14.5,17.7,7.5
2015,3.2,14.0,19.4,8.0
2016,3.8,13.5,19.2,5.3
