year,C1,C2,C3,C12,M1,M2,M8,Co2,Co3
,label C1,label C2-LCF,label C3,label C12,label M1-LCF,label M2,label M8,label Co2,label Co3
1987,14,23,-110,4,3,-188,57,20,92
1988,6,25,-101,2,12,-243,60,33,162
1989,23,26,-140,4,8,-232,46,40,101
1990,17,42,-68,3,16,-241,51,30,146
1991,11,12,-145,3,8,-292,46,41,166
1992,9,14,-6,3,14,-144,67,42,123
1993,14,18,-174,3,5,-320,49,20,111
1994,16,5,-136,2,21,-293,53,53,181
1995,17,13,-2,2,11,-132,61,31,68
1996,6,18,-130,4,1,-210,42,33,146
1997,18,45,-113,3,16,-236,45,34,169
1998,23,38,-57,2,16,-183,61,25,119
1999,4,35,-112,3,5,-240,61,36,145
2000,23,16,-74,3,18,-197,56,33,145
2001,10,36,-37,0,17,-141,64,34,79
2002,1,24,-106,5,13,-195,60,28,119
2003,9,13,-125,3,14,-271,44,33,93
2004,7,19,-161,4,7,-267,50,23,103
2005,7,24,-91,1,11,-230,52,20,132
2006,25,27,-85,3,8,-247,50,30,63
2007,35,16,-77,1,22,-188,42,50,125
2008,16,39,-126,1,14,-191,55,31,202
2009,18,36,-99,4,21,-230,60,32,106
2010,12,31,-145,3,19,-276,56,20,105
2011,22,15,-130,2,12,-204,52,42,219
2012,26,28,-52,4,18,-167,47,20,103
2013,9,29,-80,4,14,-208,77,32,109
2014,3,27,-70,4,6,-248,68,45,95
2015,15,18,-144,3,17,-258,56,17,168
2016,17,46,-75,3,2,-162,62,35,77
2016
2017,23,14,-76,3,14,-160,57,32,116
2018,12,28,-60,4,11,-233,51,22,51
2019,10,36,-91,3,15,-247,57,25,73
2020,17,12,-114,4,8,-261,51,15,179
2021,30,23,-138,5,10,-290,35,25,151
2022,13,17,-66,2,15,-170,61,36,159
2023,15,12,-80,4,8,-236,62,27,81
2024,18,29,-131,8,20,-284,53,17,95
2025,16,19,-112,2,13,-230,54,28,107
2026,26,24,-74,6,8,-239,42,19,80
2027,27,28,-109,4,22,-278,48,15,58
2028,21,12,-89,3,12,-138,35,26,253
2029,24,10,-147,3,20,-291,55,20,148
2030,19,22,-141,3,9,-310,67,7,105
2031,6,14,-29,3,9,-161,57,29,60
2032,18,15,-82,3,1,-161,46,32,90
2033,14,19,-58,3,11,-172,55,31,75
2034,19,17,-37,3,7,-185,51,28,99
2035,17,21,-75,2,35,-233,62,22,76
2036,22,27,-102,1,4,-250,54,8,78
2037,15,12,-110,6,20,-209,46,28,173
2038,32,46,-86,4,13,-224,55,14,178
2039,30,28,-57,3,15,-192,46,20,126
2040,1,35,-59,3,9,-141,64,34,161
2041,31,34,-81,2,10,-177,41,29,107
2042,25,18,-124,4,16,-296,46,14,138
2043,24,26,9,4,25,-166,58,21,109
2044,32,24,-135,4,23,-289,46,11,99
2045,16,20,-104,4,19,-246,53,17,141
2046,13,21,-91,2,13,-217,57,31,83

min,,,,,,,10
max,,,,,,,90
steps,,,,,,,9
decimal
