year,annual-estival-days
1987,57
1988,51
1989,88
1990,74
1991,80
1992,55
1993,48
1994,63
1995,78
1996,58
1997,89
1998,69
1999,86
2000,69
2001,63
2002,60
2003,103
2004,79
2005,75
2006,85
2007,65
2008,63
2009,89
2010,70
2011,90
2012,80
2013,67
2014,62
2015,73
2016,70

min,0
max,120
steps,9
decimal
