year,C1,C2,C3,C12,M1,M2,M8,Co2,Co3
,label C1,label C2,label C3,label C12,label M1,label M2,label M8,label Co2,label Co3
1987,12,0,-3,5,1,-196,69,17,171
1988,18,3,-46,8,5,-266,55,13,79
1989,19,1,-76,6,5,-307,56,8,41
1990,23,0,-156,6,7,-317,47,17,112
1991,17,0,-84,7,2,-335,53,26,100
1992,11,0,-51,6,8,-213,67,18,118
1993,15,1,-116,3,6,-322,44,7,50
1994,25,2,20,5,11,-211,62,23,109
1995,24,6,-114,7,4,-305,40,17,70
1996,12,4,-64,5,1,-158,52,18,267
1997,13,0,-78,7,5,-168,51,6,185
1998,11,7,-44,5,1,-271,46,10,51
1999,13,3,-65,6,5,-217,63,19,104
2000,12,6,-18,3,7,-236,62,5,99
2001,18,0,-43,7,1,-267,52,6,60
2002,11,0,-47,4,1,-186,62,12,112
2003,26,0,-92,8,4,-204,47,8,132
2004,20,2,-99,8,15,-347,53,18,105
2005,18,6,4,3,7,-132,55,29,134
2006,15,1,-137,6,2,-256,50,7,133
2007,20,2,69,3,8,-58,54,17,161
2008,25,1,-125,4,3,-143,39,20,255
2009,12,5,-11,6,2,-157,52,12,90
2010,10,0,-34,6,12,-258,55,10,72
2011,13,0,8,4,15,-194,68,16,101
2012,8,3,-58,5,1,-146,57,14,144
2013,14,3,-29,5,3,-181,51,7,70
2014,23,4,-31,3,5,-196,45,8,104
2015,20,1,-67,7,12,-309,55,7,83
2016,21,2,-42,6,11,-183,55,12,136
2016
2017,28,0,-91,7,10,-336,49,1,64
2018,50,4,-99,6,20,-336,37,5,104
2019,19,0,-101,5,9,-318,46,1,33
2020,25,0,-200,11,6,-427,40,13,159
2021,21,6,-239,7,11,-511,31,3,73
2022,20,6,-26,6,16,-204,59,5,95
2023,41,0,-258,7,17,-513,38,5,166
2024,35,0,-175,8,3,-396,41,14,122
2025,51,0,-191,7,19,-366,34,10,111
2026,30,7,-127,5,1,-311,36,7,85
2027,24,3,-140,9,11,-426,50,1,170
2028,27,0,-142,9,17,-373,41,5,105
2029,34,2,-158,9,15,-400,42,9,158
2030,25,0,-178,6,18,-434,48,5,108
2031,35,3,-147,10,24,-385,33,7,172
2032,40,0,-154,7,12,-425,29,6,85
2033,26,0,-39,4,10,-243,34,7,64
2034,28,0,-118,7,5,-341,54,1,121
2035,20,1,4,5,15,-264,60,13,83
2036,29,0,-216,9,19,-478,39,7,70
2037,33,3,-95,6,24,-283,39,13,143
2038,19,2,-109,5,13,-377,47,6,20
2039,26,0,-140,7,16,-331,53,15,106
2040,45,1,-187,8,6,-425,38,5,126
2041,29,2,-132,7,18,-378,42,16,41
2042,37,3,-223,11,13,-469,47,7,45
2043,30,3,-182,9,4,-383,45,7,49
2044,38,0,-146,6,21,-388,34,14,49
2045,42,2,-194,8,21,-407,43,15,191
2046,19,1,-5,8,16,-213,44,5,134

min,,0
max,,10
steps,,11
decimal
