year,annual-frozen-days
1987,49
1988,44
1989,44
1990,39
1991,53
1992,35
1993,43
1994,22
1995,38
1996,38
1997,39
1998,42
1999,37
2000,24
2001,41
2002,19
2003,53
2004,44
2005,77
2006,55
2007,47
2008,35
2009,52
2010,73
2011,37
2012,50
2013,34
2014,9
2015,24
2016,18
