year,annual-hydric-deficit
1987,33
1988,186
1989,-333
1990,-161
1991,-83
1992,-50
1993,-310
1994,66
1995,-134
1996,-60
1997,-234
1998,-201
1999,3
2000,-151
2001,-144
2002,-179
2003,-306
2004,-106
2005,-338
2006,-152
2007,-9
2008,124
2009,-122
2010,-82
2011,-348
2012,-185
2013,-80
2014,-100
2015,-246
2016,40
