year,F1,F3,M4
,label F1,label F3,label M4
1987,47,126,2
1988,42,126,5
1989,41,123,2
1990,49,116,2
1991,37,117,3
1992,54,123,2
1993,44,117,5
1994,59,130,2
1995,64,127,4
1996,54,127,2
1997,54,122,3
1998,50,129,6
1999,33,126,2
2000,51,127,2
2001,45,121,5
2002,43,117,3
2003,45,113,4
2004,42,123,6
2005,50,133,1
2006,40,111,2
2007,53,124,1
2008,25,118,1
2009,47,129,4
2010,36,117,5
2011,40,121,1
2012,50,129,1
2013,37,119,3
2014,45,117,2
2015,44,128,4
2016,63,124,2
2016
2017,29,114,4
2018,32,126,3
2019,39,112,3
2020,22,107,8
2021,23,111,5
2022,31,130,2
2023,35,132,6
2024,27,116,6
2025,40,117,3
2026,29,127,3
2027,27,112,4
2028,39,116,4
2029,24,120,5
2030,26,110,4
2031,42,119,6
2032,41,111,6
2033,26,105,2
2034,49,114,3
2035,55,115,4
2036,47,108,6
2037,29,111,4
2038,40,112,5
2039,36,117,6
2040,36,124,7
2041,30,116,4
2042,43,131,8
2043,37,128,7
2044,51,125,3
2045,38,121,6
2046,39,121,5

min,,80
max,,150
steps,,11
decimal
