year,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10
1987,797,624,-55,-167,42,10.9,3991,39,17.8,48
1988,806,681,-102,-276,80,11.4,4202,60,18.7,46
1989,806,665,-105,-351,143,12.0,4377,59,18.8,37
1990,715,706,-232,-390,142,11.9,4378,69,19.4,47
1991,692,797,-406,-478,17,11.7,4275,67,20.0,56
1992,735,608,-126,-229,106,11.3,4182,48,19.1,45
1993,634,777,-460,-476,-48,12.4,4541,71,19.6,32
1994,791,764,-258,-315,41,11.1,4098,60,18.9,68
1995,676,689,-253,-427,126,11.2,4157,56,18.2,59
1996,910,707,-83,-143,54,10.9,4008,47,17.9,60
1997,963,718,-30,-228,114,11.5,4207,37,17.8,39
1998,611,671,-298,-335,53,11.2,4136,48,18.3,61
1999,613,746,-441,-346,-33,11.4,4196,56,19.3,42
2000,893,761,-185,-266,-7,11.7,4301,57,19.6,51
2001,742,639,-142,-312,77,11.9,4340,40,17.7,39
2002,718,625,-148,-291,61,11.5,4223,33,17.1,35
2003,783,661,-140,-243,55,12.4,4533,54,17.4,30
2004,668,730,-312,-433,94,11.9,4409,73,20.4,51
2005,806,638,-63,-157,71,10.8,4007,40,18.8,78
2006,682,680,-239,-360,53,12.3,4512,45,18.7,28
2007,878,670,-23,-100,2,11.5,4236,47,18.2,47
2008,930,671,24,-141,75,11.9,4363,52,18.7,44
2009,800,650,-82,-236,99,11.0,4054,37,17.0,59
2010,749,667,-158,-336,85,12.3,4485,54,19.7,27
2011,784,670,-140,-246,32,11.8,4331,54,19.7,45
2012,907,602,76,-120,53,10.6,3931,28,16.7,52
2013,879,661,-15,-229,136,11.8,4332,51,18.4,31
2014,716,680,-235,-248,-6,12.6,4625,60,19.3,41
2015,704,684,-225,-395,88,11.7,4332,62,19.3,47
2016,691,683,-220,-269,59,12.0,4408,57,19.3,48
2016
2017,540,690,-383,-419,33,13.4,4875,75,20.2,14
2018,726,750,-274,-384,83,13.4,4895,100,21.2,35
2019,625,724,-337,-429,69,13.1,4793,76,20.8,16
2020,676,731,-297,-481,181,13.0,4772,83,21.0,29
2021,566,811,-554,-627,11,13.8,5050,77,20.9,19
2022,721,686,-204,-291,122,12.6,4605,85,22.2,41
2023,776,837,-379,-535,58,12.7,4657,81,20.3,35
2024,734,779,-337,-466,138,12.9,4739,81,20.3,24
2025,709,712,-236,-436,147,13.0,4766,94,20.6,32
2026,749,754,-338,-404,-39,12.6,4604,63,18.8,44
2027,732,792,-356,-413,9,13.5,4911,71,20.1,18
2028,628,710,-331,-441,49,13.5,4942,76,20.8,26
2029,796,807,-310,-464,53,13.0,4755,93,21.6,18
2030,615,802,-532,-548,6,13.8,5049,90,20.8,16
2031,672,752,-319,-418,71,13.6,4963,98,22.3,34
2032,656,755,-336,-513,126,13.1,4842,90,20.6,33
2033,815,725,-160,-331,65,13.9,5074,84,20.7,14
2034,745,700,-189,-357,126,12.4,4520,69,19.2,27
2035,670,686,-253,-338,81,11.9,4441,79,21.1,58
2036,649,753,-343,-548,168,13.5,4940,96,22.0,33
2037,684,729,-292,-320,53,13.6,4959,90,21.9,34
2038,542,705,-408,-489,58,13.2,4848,80,21.3,35
2039,595,696,-337,-395,38,13.0,4754,88,21.1,34
2040,696,704,-251,-435,148,12.5,4578,79,18.8,33
2041,630,705,-316,-465,110,12.9,4741,81,20.2,34
2042,535,719,-410,-564,57,12.6,4595,99,21.1,35
2043,628,708,-313,-484,64,12.6,4615,75,20.3,34
2044,616,772,-403,-493,-10,13.1,4819,113,21.8,47
2045,626,745,-356,-468,29,13.0,4775,94,21.2,38
2046,804,692,-138,-249,91,12.6,4621,69,20.7,40

min,400,500,,,,10,3500,20,17
max,1200,1000,,,,16,5500,120,23
steps,11,11,,,,7,11,11,7
decimal



