year,hydric-deficit-winter,hydric-deficit-spring,hydric-deficit-summer,hydric-deficit-fall
1987,-37,-280,-330,143
1988,-46,-134,-463,6
1989,-126,-278,-480,-24
1990,-92,-233,-406,100
1991,-41,-342,-347,17
1992,-93,-212,-337,20
1993,-127,-198,-325,62
1994,-33,-275,-303,101
1995,-61,-253,-302,75
1996,93,-298,-274,197
1997,-58,-312,-379,69
1998,-115,-198,-386,-46
1999,25,-312,-308,165
2000,-106,-257,-352,335
2001,47,-273,-414,-84
2002,-34,-220,-255,187
2003,-73,-322,-437,117
2004,-84,-336,-439,130
2005,-136,-298,-330,59
2006,9,-414,-345,37
2007,-85,-244,-472,-50
2008,-11,-170,-379,215
2009,20,-210,-388,134
2010,93,-167,-414,173
2011,36,-324,-351,120
2012,-159,-203,-390,190
2013,63,-181,-299,86
2014,153,-298,-277,192
2015,18,-310,-318,39
2016,-12,-306,-412,219
2017,-34,-341,-474,-29
2018,23,-151,-359,203
2019,-150,-261,-380,343
2020,-72,-181,-422,38
