year,F1,F3,M4
,label F1,label F3,label M4
1987,58,123,7
1988,52,112,4
1989,37,117,7
1990,29,118,6
1991,35,117,5
1992,42,114,7
1993,36,116,4
1994,48,114,5
1995,52,110,7
1996,49,128,8
1997,43,112,8
1998,30,120,7
1999,21,109,6
2000,63,117,9
2001,36,106,7
2002,39,128,7
2003,49,121,5
2004,19,120,6
2005,45,123,2
2006,44,113,7
2007,23,120,6
2008,50,120,7
2009,39,107,7
2010,55,129,9
2011,42,106,4
2012,42,123,8
2013,42,105,3
2014,51,120,5
2015,44,105,8
2016,42,121,4
2016
2017,33,107,8
2018,27,110,6
2019,48,110,8
2020,40,117,8
2021,22,128,8
2022,29,106,7
2023,39,110,5
2024,41,116,6
2025,20,102,6
2026,25,111,6
2027,35,104,6
2028,32,110,5
2029,34,121,7
2030,31,114,6
2031,26,115,6
2032,39,112,8
2033,32,107,7
2034,33,117,7
2035,46,122,7
2036,29,113,5
2037,34,111,6
2038,28,115,7
2039,28,117,7
2040,42,112,4
2041,34,115,5
2042,39,117,9
2043,29,114,6
2044,35,124,8
2045,23,123,5
2046,39,111,7

min,,70
max,,140
steps,,11
decimal


