year,average-temperature-winter,average-temperature-spring,average-temperature-summer,average-temperature-fall
1987,5.0,14.9,22.0,10.4
1988,7.2,15.4,21.6,10.1
1989,8.4,15.7,22.3,10.1
1990,8.6,15.9,22.1,9.1
1991,7.1,14.8,23.2,8.6
1992,6.6,15.3,20.9,9.7
1993,6.5,15.8,20.1,9.0
1994,8.0,15.6,22.5,10.8
1995,6.9,15.3,20.8,10.3
1996,6.7,15.9,19.6,9.6
1997,8.4,16.0,21.5,10.4
1998,7.8,15.8,21.6,8.4
1999,7.1,16.6,22.2,8.9
2000,7.2,16.8,21.6,11.0
2001,9.4,16.6,21.4,10.6
2002,8.9,16.6,20.9,11.8
2003,7.0,18.4,23.8,10.7
2004,7.3,16.3,22.1,11.1
2005,6.4,17.4,21.7,9.9
2006,6.6,17.4,22.9,12.1
2007,8.8,17.7,21.4,10.3
2008,8.6,16.6,21.4,9.3
2009,6.5,18.0,22.7,10.2
2010,5.3,16.0,21.9,8.7
2011,7.3,17.7,21.7,11.1
2012,7.2,16.9,22.5,10.2
2013,5.8,14.7,21.1,10.2
2014,8.0,16.4,20.5,11.5
2015,7.0,16.9,21.6,10.5
2016,7.4,15.9,22.0,9.7
2017,7.7,16.7,21.3,9.2
2018,7.1,16.9,22.5,11.1
2019,7.4,15.7,22.6,10.9
2020,8.3,16.5,22.0,9.6
