year,annual-hydric-deficit
1987,-504
1988,-637
1989,-908
1990,-633
1991,-713
1992,-622
1993,-589
1994,-510
1995,-542
1996,-281
1997,-680
1998,-746
1999,-430
2000,-380
2001,-726
2002,-321
2003,-714
2004,-730
2005,-705
2006,-713
2007,-850
2008,-345
2009,-444
2010,-314
2011,-518
2012,-562
2013,-331
2014,-230
2015,-572
2016,-512
2017,-877
2018,-284
2019,-448
2020,-637
