year,A1,A2,A3
,label A1,label A2,label A3
1987,52,2353,434
1988,46,2296,397
1989,43,2194,372
1990,31,2131,334
1991,36,2106,374
1992,54,2207,413
1993,49,2029,411
1994,40,2100,337
1995,48,2133,331
1996,53,2426,394
1997,32,2205,332
1998,51,2109,395
1999,34,1902,325
2000,41,2245,470
2001,49,2085,371
2002,27,2299,268
2003,40,2212,378
2004,31,2029,310
2005,44,2333,350
2006,45,2024,435
2007,33,2110,323
2008,24,2289,307
2009,44,1995,380
2010,43,2405,383
2011,32,1893,305
2012,58,2178,475
2013,23,2076,302
2014,20,2310,229
2015,40,1932,384
2016,38,2141,372
2016
2017,67,1766,534
2018,63,1807,467
2019,70,2040,560
2020,69,1981,500
2021,65,2043,553
2022,77,1744,571
2023,79,1913,597
2024,73,2021,600
2025,60,1789,491
2026,55,1742,511
2027,71,1713,527
2028,56,1883,459
2029,58,1797,525
2030,68,1926,479
2031,65,1988,471
2032,67,1907,519
2033,83,1791,556
2034,64,2049,511
2035,41,2021,403
2036,85,1981,669
2037,76,1968,544
2038,54,1958,381
2039,58,1961,494
2040,49,1898,417
2041,76,1988,530
2042,66,1895,550
2043,67,1896,488
2044,76,2054,580
2045,82,1960,583
2046,70,1892,563

min,,1200
max,,2550
steps,,10
decimal



