year,annual-average-temperature
1987,13.1
1988,13.6
1989,14.1
1990,14.0
1991,13.5
1992,13.1
1993,12.9
1994,14.3
1995,13.4
1996,13.0
1997,14.1
1998,13.4
1999,13.7
2000,14.2
2001,14.5
2002,14.6
2003,15.0
2004,14.2
2005,13.9
2006,14.8
2007,14.6
2008,14.0
2009,14.4
2010,13.0
2011,14.5
2012,14.2
2013,13.0
2014,14.1
2015,14.1
2016,13.8
2017,13.8
2018,14.4
2019,14.2
2020,14.1

min,10
max,16
steps,7
decimal


