year,annual-frozen-days
1987,46
1988,42
1989,51
1990,51
1991,51
1992,28
1993,31
1994,26
1995,40
1996,35
1997,37
1998,54
1999,46
2000,37
2001,16
2002,7
2003,22
2004,16
2005,56
2006,34
2007,29
2008,24
2009,43
2010,61
2011,38
2012,55
2013,64
2014,21
2015,50
2016,39
2017,55
2018,42
2019,60
2020,43
