year,V1,V2,V3,V9
,label V1,label V2,label V3,label V9
1987,2191,15,-707,0
1988,2154,14,-708,3
1989,2123,12,-745,0
1990,2016,13,-590,1
1991,2141,14,-638,0
1992,2226,15,-709,0
1993,2169,12,-732,2
1994,2176,13,-680,0
1995,1844,12,-552,1
1996,2009,14,-654,0
1997,1968,13,-735,0
1998,2102,13,-549,3
1999,2078,12,-629,0
2000,2208,15,-715,0
2001,2036,13,-611,0
2002,1860,12,-656,0
2003,2094,13,-611,0
2004,2007,11,-645,0
2005,2038,14,-495,0
2006,2251,13,-668,0
2007,2024,12,-556,1
2008,2022,11,-617,0
2009,2047,12,-583,0
2010,2074,13,-737,0
2011,2101,12,-512,0
2012,2273,13,-767,0
2013,2038,13,-715,0
2014,1892,13,-530,0
2015,2179,13,-753,0
2016,2069,12,-644,0
2016
2017,2301,12,-676,1
2018,2257,16,-574,0
2019,2426,15,-722,0
2020,2233,15,-552,0
2021,2223,13,-621,0
2022,2308,14,-646,0
2023,2382,15,-653,1
2024,2278,14,-663,3
2025,2365,13,-724,0
2026,2317,12,-865,0
2027,2417,14,-486,0
2028,2252,14,-711,0
2029,2269,15,-637,7
2030,2258,13,-671,0
2031,2163,14,-679,0
2032,2317,13,-736,3
2033,2374,14,-616,0
2034,2237,14,-696,0
2035,2173,13,-752,0
2036,2449,14,-495,0
2037,2373,15,-707,0
2038,1966,12,-594,0
2039,2154,13,-678,1
2040,2264,14,-714,0
2041,2377,14,-630,1
2042,2268,13,-639,0
2043,2226,14,-474,2
2044,2324,12,-733,0
2045,2307,14,-695,1
2046,2357,13,-616,0

min,1200,8,,0
max,2700,20,,8
steps,11,8,,9
decimal



