year,annual-precipitations
1987,741
1988,616
1989,577
1990,413
1991,475
1992,302
1993,421
1994,499
1995,697
1996,783
1997,703
1998,646
1999,577
2000,686
2001,733
2002,568
2003,518
2004,525
2005,674
2006,606
2007,590
2008,641
2009,716
2010,834
2011,511
2012,597
2013,602
2014,649
2015,287
2016,531

min,300
max,2000
steps,10
decimal
