year,annual-frozen-days
1987,104
1988,96
1989,83
1990,73
1991,99
1992,92
1993,107
1994,82
1995,100
1996,129
1997,108
1998,89
1999,99
2000,65
2001,105
2002,86
2003,103
2004,96
2005,109
2006,99
2007,71
2008,63
2009,82
2010,110
2011,92
2012,87
2013,96
2014,61
2015,65
2016,75
