year,hydric-deficit-winter,hydric-deficit-spring,hydric-deficit-summer,hydric-deficit-fall
1987,42,22,-108,85
1988,86,-152,-83,7
1989,-38,27,-113,-31
1990,-65,-116,-223,22
1991,-52,-118,-222,130
1992,-3,-250,-319,17
1993,0,-196,-215,43
1994,-38,-176,-104,22
1995,-14,-59,54,18
1996,42,-22,83,63
1997,-32,-93,51,96
1998,2,-126,-26,82
1999,-20,-22,-136,49
2000,28,-161,34,69
2001,76,-56,52,9
2002,-50,-101,-106,84
2003,-25,-181,-118,68
2004,38,-84,-207,44
2005,27,-132,-2,47
2006,56,-92,-119,16
2007,31,-210,-48,51
2008,-35,-112,29,12
2009,81,-97,-122,125
2010,14,137,-36,47
2011,-8,-129,-70,-20
2012,9,-172,-86,73
2013,55,10,-156,-7
2014,-27,-38,-7,-4
2015,-38,-186,-307,-7
2016,11,-159,-118,57
