year,V1,V2,V3,V9
,label V1,label V2,label V3,label V9-LCF
1987,1367,10,-97,10
1988,1251,9,-152,6
1989,1232,10,-254,7
1990,1647,8,-309,3
1991,1217,7,-308,3
1992,1358,9,-234,4
1993,1401,7,-301,4
1994,1317,10,-67,4
1995,1383,7,-117,2
1996,1571,7,-382,3
1997,1578,10,-369,2
1998,1618,10,-387,7
1999,1433,11,-416,5
2000,1226,8,-156,2
2001,1474,11,-208,8
2002,1808,9,-293,1
2003,1252,8,-82,5
2004,1338,10,-228,8
2005,1442,8,-228,5
2006,1818,12,-295,7
2007,1511,11,-154,11
2008,1280,7,-268,1
2009,1423,9,-205,5
2010,1220,9,-36,5
2011,1550,10,-200,12
2012,1344,9,-245,7
2013,1563,8,-252,0
2014,1708,11,-302,2
2015,1361,10,-271,8
2016,1247,10,-254,7
2016
2017,1842,11,-298,3
2018,1517,9,-162,3
2019,1554,10,-238,6
2020,1336,9,-83,7
2021,1546,10,-485,0
2022,1585,11,-239,9
2023,1678,12,-365,5
2024,1520,9,-324,1
2025,1537,11,-55,2
2026,1737,10,-418,2
2027,1631,9,-352,4
2028,1767,10,-329,7
2029,1797,10,-398,0
2030,1665,11,-435,10
2031,1841,10,-264,1
2032,1581,12,-285,0
2033,1543,8,-103,0
2034,1365,9,-202,8
2035,1578,10,-242,1
2036,1568,12,-301,18
2037,1551,11,-282,11
2038,1745,11,-344,1
2039,1536,11,-289,2
2040,1574,11,-202,1
2041,1656,10,-319,4
2042,1505,11,-292,11
2043,1619,11,-159,1
2044,1529,8,-304,17
2045,1559,10,-321,11
2046,1660,10,-220,9

min,,4
max,,17
steps,,8
decimal
