year,A1,A2,A3
,label A1,label A2,label A3
1987,22,3095,139
1988,13,3379,88
1989,6,3162,46
1990,41,3165,249
1991,5,3332,54
1992,13,3423,86
1993,16,3285,155
1994,1,3363,37
1995,17,3291,96
1996,28,2951,212
1997,17,3149,142
1998,32,3253,200
1999,9,2997,103
2000,5,3251,45
2001,11,3176,99
2002,25,2905,193
2003,6,3310,54
2004,21,3534,129
2005,20,3345,141
2006,34,3610,258
2007,26,3465,154
2008,12,3385,88
2009,13,3201,111
2010,5,3168,51
2011,28,3344,168
2012,27,3458,175
2013,21,3187,149
2014,23,3431,156
2015,9,3167,76
2016,8,3096,66
2016
2017,34,2877,238
2018,18,2762,144
2019,31,3034,196
2020,7,3131,71
2021,17,2249,142
2022,36,2920,200
2023,34,3114,254
2024,14,2868,117
2025,15,3193,91
2026,25,3138,225
2027,25,2946,211
2028,33,2760,230
2029,32,2617,272
2030,23,3192,183
2031,40,3127,220
2032,8,2803,81
2033,24,2505,160
2034,10,3262,107
2035,25,2771,156
2036,29,3249,202
2037,31,2937,210
2038,36,2902,226
2039,8,3028,108
2040,26,2801,184
2041,17,2770,128
2042,14,2883,122
2043,15,2668,144
2044,32,3116,217
2045,29,3043,202
2046,35,2950,234
