year,annual-hydric-deficit
1987,41
1988,-141
1989,-155
1990,-381
1991,-261
1992,-555
1993,-367
1994,-297
1995,-2
1996,166
1997,23
1998,-69
1999,-129
2000,-30
2001,81
2002,-173
2003,-256
2004,-208
2005,-59
2006,-139
2007,-176
2008,-106
2009,-13
2010,161
2011,-226
2012,-175
2013,-98
2014,-77
2015,-538
2016,-209
