year,annual-average-temperature
1987,7.5
1988,9.0
1989,9.9
1990,9.8
1991,8.5
1992,9.6
1993,8.8
1994,9.8
1995,8.9
1996,7.3
1997,8.6
1998,9.3
1999,9.5
2000,10.3
2001,8.9
2002,9.9
2003,9.1
2004,9.0
2005,8.7
2006,9.3
2007,10.0
2008,10.2
2009,9.4
2010,8.1
2011,9.6
2012,9.4
2013,9.2
2014,10.8
2015,10.7
2016,10.0

min,6
max,14
steps,9
decimal
