year,C1,C2,C3,C12,M1,M2,M8,Co2,Co3
,label C1,label C2-LCF,label C3,label C12,label M1-LCF,label M2,label M8,label Co2,label Co3
1987,8,22,-13,2,17,-37,72,32,115
1988,10,30,-72,5,7,-99,57,51,159
1989,11,36,-84,3,3,-123,66,28,110
1990,34,41,-121,3,24,-234,44,32,104
1991,4,39,-140,5,6,-262,60,33,116
1992,23,27,-96,2,3,-166,50,50,113
1993,21,39,-132,2,14,-248,43,39,136
1994,4,26,-68,2,1,-11,60,41,198
1995,17,33,-96,2,4,-93,53,42,144
1996,29,23,-170,2,19,-337,50,28,96
1997,18,26,-129,4,12,-283,45,40,136
1998,33,31,-214,3,4,-290,43,37,120
1999,9,39,-135,2,12,-255,57,23,51
2000,11,44,-92,2,1,-102,52,39,175
2001,17,32,-36,3,1,-132,49,30,103
2002,30,22,-123,4,15,-170,37,29,113
2003,13,39,-40,0,3,-41,50,41,142
2004,19,40,-78,2,13,-180,64,39,103
2005,26,45,-59,3,8,-145,45,33,97
2006,25,34,-62,4,24,-189,51,58,108
2007,23,39,-92,2,7,-78,50,46,135
2008,14,39,-55,5,9,-227,67,39,74
2009,17,29,-90,4,11,-183,52,26,167
2010,20,28,-64,3,2,-69,53,30,229
2011,22,37,-83,5,19,-177,58,35,173
2012,9,39,-71,2,24,-203,67,35,95
2013,17,29,-90,1,21,-168,56,34,122
2014,15,48,-79,2,22,-222,48,42,91
2015,5,50,-90,1,8,-188,61,25,126
2016,5,21,-79,2,6,-193,71,25,84
2016
2017,20,39,-147,3,17,-291,38,21,115
2018,20,39,-63,2,14,-102,53,16,152
2019,19,19,-80,2,18,-157,54,33,112
2020,13,48,38,2,4,-24,55,32,147
2021,6,8,-152,2,18,-340,60,15,61
2022,28,26,-98,3,14,-196,50,17,71
2023,29,31,-49,3,23,-233,61,28,90
2024,11,25,-118,4,10,-213,57,29,88
2025,4,36,4,2,7,-36,58,39,105
2026,27,38,-184,3,18,-331,42,28,86
2027,27,19,-121,5,16,-317,47,22,120
2028,37,27,-116,6,18,-261,39,22,114
2029,29,25,-139,3,16,-317,53,4,81
2030,22,36,-193,5,19,-358,46,31,69
2031,32,35,-115,3,14,-167,35,41,81
2032,15,22,-147,4,0,-240,46,30,120
2033,12,22,79,2,18,-18,50,20,92
2034,13,36,-46,4,13,-125,56,28,85
2035,20,27,-2,5,16,-137,51,14,49
2036,21,34,-86,4,13,-197,50,38,79
2037,26,31,-139,4,10,-262,38,22,86
2038,28,24,-107,5,23,-256,52,23,99
2039,14,25,-62,6,7,-232,49,45,81
2040,26,18,-78,3,12,-136,51,25,162
2041,20,29,-90,5,6,-213,38,23,82
2042,13,22,-95,5,8,-252,58,18,94
2043,19,13,-54,5,11,-51,47,33,112
2044,27,29,-73,2,15,-252,52,43,33
2045,23,37,-134,3,14,-257,51,19,82
2046,25,18,-60,4,21,-198,46,35,88
