year,average-temperature-winter,average-temperature-spring,average-temperature-summer,average-temperature-fall
1987,-3.8,11.9,16.5,5.1
1988,2.3,12.8,17.1,3.7
1989,3.7,12.9,17.6,5.1
1990,4.5,13.1,16.3,5.1
1991,0.8,11.4,17.8,3.9
1992,2.0,13.5,18.9,3.9
1993,0.5,13.8,16.5,4.1
1994,2.8,13.0,18.7,4.6
1995,2.3,12.5,17.3,3.3
1996,-3.0,13.0,15.2,4.0
1997,0.7,12.3,16.9,4.3
1998,3.1,14.3,16.8,2.8
1999,2.0,13.4,18.2,4.2
2000,2.3,14.9,16.3,7.8
2001,1.7,12.4,17.3,4.1
2002,3.4,14.6,17.9,3.5
2003,-0.7,14.3,17.9,4.6
2004,0.1,12.8,17.2,5.7
2005,-0.4,13.2,17.3,4.5
2006,-3.1,13.7,18.6,7.7
2007,4.3,14.6,17.3,3.8
2008,3.6,13.6,17.1,6.4
2009,0.5,13.9,18.3,4.9
2010,-1.1,12.9,17.6,2.9
2011,0.8,14.3,17.7,5.4
2012,0.0,14.2,18.4,5.0
2013,-0.6,13.4,17.3,6.7
2014,4.2,13.7,18.3,7.0
2015,2.9,13.1,19.8,6.9
2016,2.6,14.1,18.4,4.8
