year,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10
1987,669,575,-76,-97,32,9.3,3539,42,18.2,86
1988,624,548,-88,-152,27,8.1,3195,24,15.6,114
1989,531,559,-192,-254,76,8.6,3365,18,15.7,84
1990,539,627,-247,-309,45,9.1,3546,57,17.1,107
1991,514,637,-340,-308,3,7.9,3165,19,15.1,100
1992,593,565,-134,-234,55,8.1,3245,34,15.6,118
1993,617,710,-341,-301,-8,8.4,3362,35,15.7,103
1994,829,660,-23,-67,41,8.0,3100,21,15.9,109
1995,663,567,-54,-117,56,8.4,3263,30,15.3,101
1996,538,719,-422,-382,-23,9.7,3654,53,17.1,86
1997,626,714,-310,-369,65,9.3,3592,43,17.8,94
1998,489,636,-295,-387,49,9.0,3540,55,16.5,111
1999,521,726,-471,-416,-19,9.3,3542,38,17.0,92
2000,715,653,-145,-156,-8,8.0,3168,22,14.4,117
2001,596,552,-118,-208,72,9.0,3521,30,16.5,103
2002,580,648,-236,-293,46,10.0,3804,63,17.8,79
2003,675,564,-51,-82,32,8.3,3181,23,15.6,105
2004,583,571,-153,-228,62,8.2,3267,41,17.5,107
2005,614,580,-114,-228,93,8.5,3312,43,16.0,108
2006,537,638,-250,-295,50,8.6,3509,73,20.0,127
2007,662,588,-89,-154,73,8.5,3461,42,17.3,114
2008,513,575,-214,-268,35,8.0,3285,23,16.1,90
2009,569,585,-179,-205,30,8.8,3388,35,16.6,96
2010,730,527,35,-36,70,8.6,3337,26,15.1,85
2011,703,620,-86,-200,78,8.9,3556,48,18.3,96
2012,595,572,-134,-245,77,8.2,3359,43,18.1,107
2013,589,607,-173,-252,55,9.0,3468,49,17.7,94
2014,563,646,-243,-302,60,8.6,3593,47,18.7,112
2015,551,580,-192,-271,74,8.7,3424,29,16.7,107
2016,526,558,-190,-254,82,9.0,3397,20,16.9,80
2016
2017,540,633,-266,-298,36,10.2,3950,61,17.9,92
2018,621,572,-137,-162,32,10.1,3829,43,16.8,83
2019,542,593,-221,-238,32,9.7,3629,53,17.9,91
2020,736,566,2,-83,76,8.8,3558,25,16.6,105
2021,469,708,-525,-485,-3,11.5,4249,48,17.6,47
2022,532,572,-225,-239,24,10.1,3782,50,18.1,82
2023,583,743,-424,-365,-35,9.8,3722,70,19.3,94
2024,588,690,-340,-324,-13,9.8,3675,33,17.4,86
2025,721,579,-17,-55,38,8.7,3410,34,17.5,105
2026,519,746,-443,-418,5,9.6,3631,58,18.1,98
2027,611,698,-297,-352,33,9.8,3732,53,17.7,75
2028,496,623,-307,-329,40,10.6,3971,60,18.1,84
2029,637,779,-436,-398,-30,11.1,4178,66,18.4,58
2030,489,724,-447,-435,11,9.3,3612,53,18.5,105
2031,572,629,-219,-264,42,9.6,3726,67,17.7,104
2032,520,600,-263,-285,24,10.0,3825,36,17.3,77
2033,724,588,-64,-103,27,10.7,3985,51,16.9,65
2034,629,603,-130,-202,40,8.6,3330,38,17.1,105
2035,626,607,-153,-242,94,10.2,3836,50,17.9,73
2036,502,612,-275,-301,6,9.3,3591,62,18.9,119
2037,517,599,-270,-282,45,10.0,3802,65,17.6,91
2038,469,614,-318,-344,26,10.2,3927,56,18.8,76
2039,555,590,-213,-289,77,9.5,3717,41,17.6,99
2040,608,584,-156,-202,33,10.3,3854,48,17.7,73
2041,511,609,-278,-319,12,10.2,3867,42,17.2,89
2042,507,581,-242,-292,33,9.9,3708,41,18.0,78
2043,657,575,-103,-159,51,10.5,3894,44,17.6,79
2044,521,598,-250,-304,42,9.5,3610,58,17.7,111
2045,520,622,-258,-321,41,9.6,3798,53,17.9,91
2046,653,612,-125,-220,74,10.1,3810,58,18.3,86

min,200,400,,,,6,2500,,12,30
max,1100,1000,,,,14,5000,,24,150
steps,10,11,,,,9,11,,5,9
decimal

