year,F1,F3,M4
,label F1,label F3,label M4-LCF
1987,71,137,0
1988,74,141,1
1989,75,135,0
1990,93,141,0
1991,86,140,1
1992,86,143,0
1993,84,141,0
1994,95,141,0
1995,88,139,0
1996,76,139,1
1997,77,131,0
1998,100,144,0
1999,86,137,0
2000,9,141,0
2001,88,140,1
2002,59,127,0
2003,84,141,0
2004,74,147,0
2005,9,147,0
2006,86,142,0
2007,80,143,0
2008,72,137,2
2009,88,141,0
2010,74,141,0
2011,74,137,0
2012,9,150,0
2013,82,132,0
2014,87,135,0
2015,9,143,0
2016,72,143,0
2016
2017,88,132,0
2018,86,141,0
2019,70,142,0
2020,91,148,0
2021,40,116,1
2022,73,149,0
2023,85,148,0
2024,75,135,0
2025,89,135,0
2026,96,144,0
2027,68,137,0
2028,72,137,0
2029,78,135,1
2030,92,143,0
2031,88,137,0
2032,79,133,0
2033,69,119,0
2034,102,153,0
2035,79,137,1
2036,96,151,0
2037,71,140,0
2038,72,133,0
2039,74,139,0
2040,62,142,0
2041,87,138,1
2042,75,139,0
2043,69,130,0
2044,80,146,1
2045,9,149,0
2046,54,140,0
