year,annual-frozen-days
1987,68
1988,41
1989,51
1990,40
1991,64
1992,35
1993,33
1994,15
1995,27
1996,57
1997,35
1998,36
1999,24
2000,15
2001,33
2002,15
2003,42
2004,34
2005,41
2006,43
2007,21
2008,30
2009,32
2010,65
2011,17
2012,27
2013,39
2014,2
2015,21
2016,28
