year,annual-hydric-deficit
1987,26
1988,74
1989,-194
1990,-354
1991,-210
1992,-214
1993,-173
1994,-169
1995,-102
1996,-298
1997,-291
1998,-205
1999,-53
2000,116
2001,34
2002,-213
2003,-507
2004,-336
2005,-389
2006,-165
2007,-89
2008,-280
2009,-303
2010,-206
2011,-332
2012,-34
2013,-2
2014,-7
2015,-352
2016,-123
