year,annual-estival-days
1987,29
1988,23
1989,59
1990,48
1991,44
1992,49
1993,38
1994,43
1995,53
1996,37
1997,50
1998,35
1999,49
2000,33
2001,47
2002,26
2003,70
2004,45
2005,50
2006,50
2007,26
2008,34
2009,50
2010,40
2011,42
2012,42
2013,43
2014,27
2015,54
2016,44
