year,annual-average-temperature
1987,9.8
1988,11.1
1989,11.5
1990,11.6
1991,10.4
1992,11.6
1993,11.2
1994,12.6
1995,12.2
1996,10.5
1997,12.1
1998,11.8
1999,12.4
2000,12.3
2001,11.9
2002,12.5
2003,12.5
2004,11.8
2005,12.2
2006,12.4
2007,12.4
2008,11.9
2009,12.0
2010,10.9
2011,13.0
2012,11.9
2013,11.2
2014,12.7
2015,12.5
2016,11.9
