year,average-temperature-winter,average-temperature-spring,average-temperature-summer,average-temperature-fall
1987,1.7,12.6,17.4,7.4
1988,6.1,13.3,16.9,8.2
1989,6.5,13.4,18.2,7.8
1990,7.5,13.0,18.0,7.9
1991,4.6,11.5,18.5,6.7
1992,5.5,14.5,18.9,7.6
1993,5.8,15.1,16.9,6.8
1994,7.0,13.8,19.0,10.3
1995,7.0,13.6,19.4,8.8
1996,4.2,13.4,17.3,7.1
1997,6.0,13.8,19.6,8.9
1998,6.8,14.6,18.1,7.4
1999,6.8,14.7,19.8,8.0
2000,6.6,14.9,18.2,9.5
2001,6.6,14.1,18.2,8.6
2002,7.8,14.5,18.0,9.5
2003,5.7,15.7,20.2,8.0
2004,6.0,14.1,19.1,8.1
2005,5.6,15.1,19.0,8.7
2006,4.1,14.7,20.4,10.2
2007,8.1,16.2,17.4,7.8
2008,7.1,14.8,18.0,7.6
2009,4.5,14.9,19.5,9.1
2010,4.3,14.2,18.7,6.4
2011,6.8,16.2,18.4,10.3
2012,6.2,13.9,18.5,8.9
2013,3.6,12.9,19.2,9.1
2014,7.9,14.5,18.3,9.9
2015,5.6,14.7,18.8,10.6
2016,6.2,13.8,19.8,7.8
