year,annual-frozen-days
1987,64
1988,29
1989,50
1990,34
1991,61
1992,46
1993,55
1994,46
1995,57
1996,74
1997,71
1998,62
1999,39
2000,33
2001,56
2002,43
2003,79
2004,61
2005,66
2006,67
2007,49
2008,69
2009,68
2010,79
2011,46
2012,56
2013,53
2014,14
2015,46
2016,48
