year,average-temperature-winter,average-temperature-spring,average-temperature-summer,average-temperature-fall
1987,2.1,13.4,19.0,8.3
1988,6.3,14.7,17.9,8.4
1989,6.9,14.4,19.3,8.5
1990,7.8,14.0,18.6,7.9
1991,5.0,12.2,20.0,6.9
1992,4.9,13.9,18.4,6.8
1993,4.6,14.7,16.7,6.1
1994,5.9,12.7,18.2,9.5
1995,6.0,12.7,18.5,7.9
1996,4.0,12.8,16.2,6.4
1997,4.8,13.1,18.7,7.8
1998,5.6,13.8,17.6,6.3
1999,5.5,13.9,19.3,7.1
2000,5.6,14.2,17.9,9.3
2001,6.3,13.1,17.4,7.3
2002,6.7,13.8,17.4,9.0
2003,4.5,15.2,19.9,7.4
2004,4.8,12.9,18.5,7.3
2005,4.2,14.3,18.0,7.6
2006,3.6,14.0,19.8,9.3
2007,7.0,15.8,16.7,6.5
2008,6.0,13.6,17.0,6.9
2009,3.4,14.4,18.8,8.1
2010,3.5,13.0,17.8,5.8
2011,5.5,15.2,17.7,9.2
2012,4.6,13.5,17.9,8.1
2013,3.5,12.7,19.1,8.6
2014,7.4,14.6,18.2,9.8
2015,4.9,14.5,19.4,10.0
2016,5.8,13.8,19.6,7.1
