year,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10
1987,719,674,-134,-275,72,10.7,3941,53,18.9,68
1988,741,675,-111,-347,128,10.3,3883,59,19.4,86
1989,572,602,-218,-322,72,10.4,3851,34,17.6,61
1990,783,618,-19,-180,114,10.2,3806,40,17.9,65
1991,667,725,-320,-341,-6,10.7,3988,37,17.5,59
1992,662,604,-138,-310,51,10.6,3923,31,17.3,64
1993,792,783,-260,-354,62,10.7,4005,45,18.9,61
1994,608,748,-431,-477,20,10.7,4002,38,17.7,54
1995,704,626,-130,-257,66,12.1,4416,37,18.7,19
1996,788,748,-223,-363,20,9.9,3722,39,17.7,91
1997,785,705,-195,-325,71,11.5,4235,37,17.9,39
1998,751,634,-92,-308,85,11.4,4184,46,18.4,50
1999,676,775,-386,-483,-9,11.4,4167,60,19.0,47
2000,651,741,-346,-396,27,11.0,4060,45,18.6,53
2001,658,618,-164,-250,62,11.3,4183,48,19.3,62
2002,848,632,29,-222,147,11.2,4133,67,19.3,59
2003,746,610,-63,-193,101,11.2,4134,35,17.4,39
2004,639,603,-161,-250,33,9.6,3614,27,17.1,91
2005,540,632,-279,-385,50,10.9,4028,43,18.3,69
2006,583,630,-256,-340,10,11.7,4285,45,18.3,28
2007,748,599,-24,-151,77,10.3,3798,25,16.6,53
2008,837,618,2,-111,57,11.4,4209,36,18.1,41
2009,843,601,48,-94,87,10.6,3911,30,17.3,53
2010,718,635,-121,-297,86,10.6,3939,49,16.8,54
2011,671,574,-103,-162,79,10.0,3720,21,17.2,60
2012,739,652,-123,-220,56,11.4,4224,63,18.0,59
2013,731,640,-105,-266,128,11.3,4206,56,19.0,55
2014,719,625,-110,-258,69,10.5,3967,52,16.9,70
2015,768,627,-55,-223,82,10.7,3935,44,17.3,52
2016,720,671,-153,-292,66,11.4,4200,46,17.9,45
2016
2017,568,658,-292,-369,35,12.1,4427,73,19.5,29
2018,757,670,-112,-258,68,11.9,4385,64,18.9,37
2019,555,633,-277,-410,71,11.6,4234,52,18.0,40
2020,666,647,-177,-314,85,11.4,4189,55,17.9,46
2021,593,792,-479,-543,-6,12.1,4439,69,19.3,29
2022,732,608,-104,-267,87,12.2,4467,55,19.0,40
2023,750,747,-269,-329,24,11.5,4207,59,19.5,42
2024,654,793,-445,-540,86,12.6,4646,54,18.6,25
2025,764,612,-42,-235,89,12.6,4617,45,18.1,17
2026,516,810,-571,-520,-48,12.2,4463,74,19.6,39
2027,770,751,-243,-394,88,11.5,4217,67,19.1,59
2028,645,642,-198,-363,101,11.7,4272,60,19.5,36
2029,740,815,-395,-474,21,12.3,4493,61,18.0,35
2030,650,821,-434,-473,10,12.4,4594,86,20.8,43
2031,779,639,-58,-210,123,12.2,4462,59,19.7,48
2032,603,639,-257,-283,31,11.9,4376,44,18.5,39
2033,600,690,-309,-406,88,12.5,4581,70,19.7,29
2034,771,602,-47,-268,123,11.5,4244,44,18.4,43
2035,662,678,-211,-398,111,12.1,4434,77,19.6,45
2036,713,672,-150,-346,147,12.2,4490,62,20.0,28
2037,643,628,-169,-312,78,11.8,4335,57,18.9,32
2038,615,680,-267,-395,128,11.9,4360,70,18.9,33
2039,687,704,-207,-384,142,11.8,4327,82,19.9,40
2040,654,645,-196,-309,58,11.6,4273,50,19.0,39
2041,639,675,-243,-404,66,12.3,4504,74,20.3,43
2042,597,676,-292,-348,60,12.3,4520,70,19.9,37
2043,578,699,-319,-441,64,12.2,4487,85,20.2,48
2044,613,692,-278,-372,59,12.1,4431,71,19.0,35
2045,535,649,-309,-390,35,12.3,4516,69,20.1,34
2046,730,654,-134,-373,154,11.8,4313,59,19.6,31

min,500,500,,,,8,3000,,15
max,1000,900,,,,14,5000,,23
steps,11,9,,,,7,11,,5
decimal



