year,annual-estival-days
1987,48
1988,46
1989,84
1990,59
1991,67
1992,47
1993,46
1994,41
1995,58
1996,49
1997,57
1998,41
1999,59
2000,53
2001,47
2002,35
2003,85
2004,53
2005,53
2006,60
2007,49
2008,36
2009,55
2010,51
2011,51
2012,53
2013,55
2014,47
2015,58
2016,54
