year,V1,V2,V3,V9
,label V1,label V2,label V3,label V9
1987,1783,13,-275,2
1988,1873,13,-347,0
1989,1541,11,-322,0
1990,1498,11,-180,0
1991,1606,11,-341,2
1992,1489,11,-310,10
1993,1684,12,-354,1
1994,1575,10,-477,1
1995,1704,12,-257,3
1996,1559,11,-363,10
1997,1546,11,-325,0
1998,1590,11,-308,1
1999,1716,9,-483,0
2000,1612,11,-396,1
2001,1621,13,-250,1
2002,1688,12,-222,1
2003,1464,11,-193,3
2004,1348,10,-250,7
2005,1738,11,-385,0
2006,1516,11,-340,4
2007,1436,10,-151,3
2008,1598,11,-111,4
2009,1515,11,-94,2
2010,1546,7,-297,0
2011,1323,10,-162,3
2012,1736,9,-220,0
2013,1732,12,-266,1
2014,1553,9,-258,3
2015,1613,10,-223,0
2016,1738,11,-292,0
2016
2017,1836,13,-369,1
2018,1810,11,-258,0
2019,1583,10,-410,0
2020,1727,10,-314,2
2021,1834,11,-543,4
2022,1668,12,-267,0
2023,1769,12,-329,2
2024,1756,13,-540,3
2025,1708,10,-235,0
2026,1955,13,-520,0
2027,1789,10,-394,5
2028,1768,11,-363,2
2029,1906,11,-474,0
2030,2162,14,-473,0
2031,1775,13,-210,6
2032,1698,12,-283,0
2033,1889,12,-406,2
2034,1500,11,-268,6
2035,1876,12,-398,3
2036,1801,11,-346,5
2037,1671,12,-312,3
2038,1759,11,-395,2
2039,2027,11,-384,0
2040,1686,13,-309,1
2041,1854,11,-404,1
2042,2007,12,-348,0
2043,2074,13,-441,1
2044,1912,11,-372,1
2045,1827,13,-390,3
2046,1709,12,-373,3

min,1000,6
max,2500,16
steps,7,11
decimal



