year,A1,A2,A3
,label A1,label A2,label A3
1987,29,2696,194
1988,26,2877,204
1989,17,2657,122
1990,12,2721,111
1991,15,2629,112
1992,12,2557,75
1993,22,2666,173
1994,15,2590,135
1995,27,2177,144
1996,10,2890,107
1997,15,2304,126
1998,28,2412,178
1999,29,2454,226
2000,16,2603,176
2001,31,2500,207
2002,35,2582,258
2003,19,2432,128
2004,12,2899,92
2005,22,2577,159
2006,20,2260,146
2007,6,2656,60
2008,21,2360,161
2009,19,2536,125
2010,30,2556,191
2011,9,2781,96
2012,32,2437,217
2013,34,2542,209
2014,20,2639,148
2015,24,2626,147
2016,16,2404,133
2016
2017,32,2343,256
2018,37,2273,220
2019,28,2268,189
2020,34,2478,222
2021,31,2297,284
2022,31,2108,199
2023,31,2455,231
2024,16,1958,151
2025,28,1878,178
2026,25,2243,237
2027,33,2476,248
2028,42,2367,263
2029,30,2139,210
2030,54,2376,380
2031,35,2195,238
2032,23,2263,158
2033,46,2138,280
2034,18,2361,155
2035,44,2296,280
2036,44,2283,298
2037,27,2275,187
2038,26,2307,206
2039,47,2489,314
2040,24,2352,184
2041,47,2208,314
2042,37,2228,260
2043,45,2375,293
2044,35,2275,245
2045,43,2268,300
2046,34,2345,224

min,,1600
max,,3200
steps,,9
decimal



