year,annual-hydric-deficit
1987,-632
1988,-879
1989,-576
1990,-969
1991,-690
1992,-972
1993,-1077
1994,-1213
1995,-1196
1996,-371
1997,-818
1998,-1090
1999,-1074
2000,-962
2001,-846
2002,-802
2003,-784
2004,-1000
2005,-1284
2006,-794
2007,-823
2008,-899
2009,-883
2010,-218
2011,-892
2012,-872
2013,-702
2014,-745
2015,-1133
2016,-792
