year,A1,A2,A3
,label A1,label A2,label A3
1987,130,888,964
1988,134,858,1085
1989,142,1118,1077
1990,117,1088,945
1991,134,1085,1122
1992,130,918,954
1993,109,1112,905
1994,114,1119,896
1995,111,1223,884
1996,125,1159,987
1997,117,1040,992
1998,130,1127,1030
1999,137,1115,973
2000,116,1023,906
2001,115,983,934
2002,129,1028,1038
2003,106,1050,896
2004,125,982,1021
2005,113,1086,885
2006,129,991,1048
2007,130,1187,1063
2008,116,941,897
2009,136,1019,1148
2010,129,1124,983
2011,119,1116,913
2012,109,974,869
2013,120,1146,952
2014,121,1222,1013
2015,119,1209,1005
2016,122,1104,919
2016
2017,140,961,1074
2018,139,942,1213
2019,150,841,1247
2020,149,1051,1275
2021,129,1106,1167
2022,135,866,1092
2023,150,792,1123
2024,169,902,1370
2025,142,718,1201
2026,132,956,1073
2027,124,943,1082
2028,138,970,1120
2029,138,1021,1176
2030,132,881,1125
2031,143,846,1266
2032,155,962,1167
2033,149,830,1187
2034,143,796,1203
2035,158,908,1256
2036,134,864,1229
2037,133,969,1099
2038,150,758,1231
2039,158,843,1340
2040,145,892,1305
2041,120,825,971
2042,136,1032,1125
2043,143,993,1136
2044,141,908,1294
2045,127,920,1080
2046,144,964,1214

min,80,900,600
max,160,1650,1500
steps,11,11,10
decimal
