year,annual-precipitations
1987,854
1988,496
1989,876
1990,391
1991,619
1992,378
1993,317
1994,278
1995,378
1996,984
1997,606
1998,332
1999,379
2000,505
2001,597
2002,592
2003,651
2004,366
2005,223
2006,545
2007,459
2008,484
2009,555
2010,1056
2011,421
2012,457
2013,543
2014,631
2015,298
2016,551
