year,average-temperature-winter,average-temperature-spring,average-temperature-summer,average-temperature-fall
1987,11.5,18.9,25.4,14.4
1988,12.1,18.9,26.6,14.5
1989,12.3,19.8,27.2,16.4
1990,13.7,18.6,25.0,14.9
1991,11.7,18.8,25.7,14.4
1992,11.1,19.3,26.3,13.8
1993,11.5,18.8,26.0,13.5
1994,12.1,20.3,26.9,15.4
1995,12.5,21.1,26.2,17.1
1996,12.1,20.5,24.9,15.0
1997,14.0,20.3,25.6,15.8
1998,13.5,19.4,26.4,14.2
1999,11.6,21.6,26.2,14.4
2000,12.5,20.1,26.3,14.9
2001,13.2,20.8,25.7,14.8
2002,12.8,19.9,25.1,15.6
2003,11.9,21.3,27.1,14.8
2004,12.2,20.0,26.8,14.5
2005,10.7,21.8,26.5,14.7
2006,10.9,21.1,26.8,15.5
2007,11.4,18.9,26.1,14.6
2008,12.7,19.5,25.7,13.3
2009,12.2,20.6,27.0,16.6
2010,11.9,19.8,27.4,14.4
2011,11.8,21.3,26.4,15.4
2012,10.5,20.8,26.5,15.0
2013,11.2,19.2,26.5,14.7
2014,12.2,20.9,25.7,15.6
2015,11.4,22.0,27.0,16.2
2016,12.0,19.5,27.6,15.4
