year,annual-average-temperature
1987,17.6
1988,18.0
1989,18.9
1990,18.1
1991,17.7
1992,17.6
1993,17.5
1994,18.7
1995,19.3
1996,18.1
1997,18.9
1998,18.4
1999,18.5
2000,18.5
2001,18.7
2002,18.4
2003,18.8
2004,18.4
2005,18.5
2006,18.6
2007,17.8
2008,17.8
2009,19.2
2010,18.4
2011,18.8
2012,18.2
2013,18.0
2014,18.6
2015,19.2
2016,18.7


min,2400,12
max,3600,21
steps,9,10
decimal
