year,F1,F3,M4
,label F1,label F3,label M4-FGN
1987,19,89,3
1988,14,84,3
1989,15,94,2
1990,22,94,3
1991,20,88,3
1992,15,84,2
1993,21,86,3
1994,23,87,2
1995,21,99,3
1996,20,91,4
1997,19,88,3
1998,22,88,4
1999,20,95,3
2000,19,87,4
2001,29,86,2
2002,14,87,4
2003,21,86,2
2004,18,87,2
2005,28,90,3
2006,19,88,4
2007,18,91,2
2008,22,78,3
2009,19,88,2
2010,19,90,4
2011,17,91,2
2012,16,92,1
2013,16,91,3
2014,15,97,3
2015,27,88,4
2016,20,89,2
2016
2017,15,90,4
2018,18,87,3
2019,18,88,3
2020,21,82,3
2021,18,86,4
2022,14,86,4
2023,16,85,4
2024,17,87,2
2025,17,80,4
2026,15,88,4
2027,19,87,3
2028,14,84,2
2029,19,84,3
2030,14,85,2
2031,18,88,4
2032,16,90,2
2033,18,81,3
2034,17,84,2
2035,17,84,3
2036,21,85,2
2037,15,86,2
2038,16,80,2
2039,16,81,3
2040,14,85,5
2041,18,82,3
2042,17,92,4
2043,17,90,4
2044,15,87,5
2045,14,88,3
2046,16,86,3
