year,C1,C2,C3,C12,M1,M2,M8,Co2,Co3
,label C1-FGN,label C2,label C3-FGN,label C12,label M1-FGN,label M2,label M8,label Co2,label Co3
1987,13,0,-499,9,29,-763,6,0,1
1988,20,0,-519,10,38,-794,18,0,0
1989,21,0,-491,10,38,-767,19,0,0
1990,4,0,-326,10,25,-685,10,1,19
1991,15,0,-531,9,39,-757,8,4,0
1992,22,0,-483,9,18,-686,22,0,1
1993,18,0,-506,4,31,-769,12,0,8
1994,15,0,-476,9,26,-709,11,0,7
1995,16,0,-441,10,22,-682,12,0,8
1996,15,0,-477,5,31,-753,11,0,11
1997,11,0,-509,9,29,-780,12,0,0
1998,6,0,-339,8,30,-715,27,2,0
1999,12,0,-435,10,20,-723,20,2,0
2000,15,0,-489,6,12,-774,12,0,3
2001,9,0,-522,6,37,-737,1,1,13
2002,12,0,-382,9,39,-752,21,0,0
2003,5,0,-426,7,26,-694,19,1,1
2004,12,0,-476,8,39,-787,5,0,20
2005,9,0,-475,5,14,-741,16,0,4
2006,16,0,-529,10,37,-777,19,1,14
2007,20,0,-518,10,33,-734,10,3,0
2008,8,0,-412,7,12,-688,14,1,7
2009,28,0,-491,2,35,-805,5,5,0
2010,18,0,-421,9,26,-742,30,1,1
2011,7,0,-430,9,32,-669,20,1,1
2012,12,0,-416,7,17,-742,5,0,8
2013,8,0,-511,5,31,-741,13,0,0
2014,15,0,-424,0,38,-775,25,5,4
2015,12,0,-387,5,36,-693,12,2,3
2016,16,0,-523,5,21,-722,9,5,0
2016
2017,26,0,-482,11,45,-775,13,3,14
2018,20,0,-441,3,49,-809,16,0,17
2019,26,0,-483,3,43,-762,7,0,45
2020,29,0,-495,2,45,-762,21,0,0
2021,12,0,-458,4,53,-746,15,5,6
2022,26,0,-568,6,36,-781,3,0,0
2023,30,0,-555,7,34,-792,8,0,1
2024,40,0,-660,0,43,-878,1,1,5
2025,18,0,-454,6,50,-776,4,0,24
2026,17,0,-504,7,33,-771,0,5,9
2027,14,0,-586,2,32,-806,5,1,44
2028,19,0,-478,0,37,-795,13,0,15
2029,20,0,-499,1,36,-752,10,0,1
2030,14,0,-572,0,43,-826,8,1,3
2031,27,0,-503,7,53,-791,1,0,0
2032,15,0,-561,0,28,-780,6,2,7
2033,35,0,-454,3,46,-801,10,0,13
2034,29,0,-613,0,35,-821,1,0,0
2035,30,0,-483,2,46,-791,15,5,8
2036,14,0,-467,0,54,-798,11,0,23
2037,18,0,-534,0,26,-777,13,0,10
2038,36,0,-533,0,36,-831,5,2,38
2039,38,0,-555,1,48,-816,5,2,18
2040,23,0,-435,6,58,-792,12,3,8
2041,8,0,-394,8,21,-711,8,0,15
2042,28,0,-499,6,42,-765,6,1,16
2043,20,0,-471,4,32,-762,20,0,2
2044,20,0,-484,6,43,-816,7,0,1
2045,10,0,-433,3,42,-762,14,0,13
2046,20,0,-420,1,39,-789,18,1,14

min,,,,0,,,0
max,,,,12,,,40
steps,,,,13,,,11
decimal
