year,F1,F3,M4
,label F1,label F3,label M4-LCF
1987,73,145,0
1988,90,152,0
1989,72,140,0
1990,89,148,0
1991,91,147,0
1992,92,140,0
1993,9,143,0
1994,73,140,0
1995,60,130,0
1996,68,125,0
1997,70,143,0
1998,76,143,0
1999,97,149,0
2000,9,159,0
2001,84,155,0
2002,93,145,0
2003,75,151,0
2004,90,143,0
2005,82,138,0
2006,102,156,0
2007,84,133,0
2008,78,153,0
2009,101,149,0
2010,86,141,0
2011,97,147,0
2012,88,148,0
2013,82,146,1
2014,72,146,0
2015,97,156,0
2016,67,129,0
2016
2017,72,134,1
2018,89,143,0
2019,63,130,0
2020,69,150,0
2021,71,129,0
2022,86,142,0
2023,81,135,0
2024,72,143,0
2025,80,147,0
2026,59,141,0
2027,84,134,0
2028,82,147,0
2029,68,141,0
2030,66,134,0
2031,71,143,0
2032,99,147,1
2033,77,138,0
2034,55,129,0
2035,73,148,0
2036,59,138,0
2037,68,117,0
2038,66,142,0
2039,86,158,0
2040,58,118,0
2041,76,125,0
2042,85,156,0
2043,67,140,1
2044,9,143,0
2045,76,130,0
2046,70,147,0

min,,90,0
max,,190,6
steps,,11,7
decimal
