year,annual-hydric-deficit
1987,221
1988,304
1989,111
1990,-83
1991,-132
1992,-37
1993,7
1994,47
1995,273
1996,205
1997,-14
1998,466
1999,840
2000,600
2001,756
2002,1119
2003,216
2004,89
2005,66
2006,-92
2007,19
2008,-65
2009,3
2010,179
2011,-158
2012,11
2013,22
2014,68
2015,-34
2016,275
