year,V1,V2,V3,V9
,label V1,label V2,label V3,label V9-LCF
1987,1234,12,-39,13
1988,1011,9,-129,3
1989,1317,9,-43,1
1990,1088,9,-12,11
1991,1089,8,-89,3
1992,1304,10,-73,2
1993,1349,8,-300,6
1994,1217,8,-114,7
1995,1120,9,-114,2
1996,994,7,13,2
1997,1019,9,-128,4
1998,1071,9,-50,1
1999,1520,13,-303,5
2000,1254,9,-192,10
2001,1147,8,-58,6
2002,1282,9,-42,1
2003,1081,9,-31,7
2004,1351,9,-50,4
2005,1327,9,-87,1
2006,994,9,-60,7
2007,1379,7,51,0
2008,1030,9,4,14
2009,1339,10,-29,2
2010,1190,9,2,2
2011,1076,9,-234,1
2012,1155,10,-41,3
2013,1219,10,-136,4
2014,1024,9,-206,10
2015,1110,8,1,6
2016,1222,8,39,3
2016
2017,1319,9,-125,3
2018,1739,11,-224,3
2019,1495,11,-286,7
2020,1332,11,-100,4
2021,1525,10,-217,5
2022,1679,11,-295,5
2023,1614,11,-277,3
2024,1335,11,-163,1
2025,1294,9,-111,6
2026,1243,9,-299,13
2027,1551,11,-262,0
2028,1183,10,-150,15
2029,1732,10,-344,3
2030,1280,10,-203,11
2031,1230,10,-91,9
2032,1357,10,-64,8
2033,1564,10,-120,1
2034,1400,11,-49,7
2035,1200,9,-70,11
2036,1361,10,-73,3
2037,1779,11,-151,0
2038,1403,11,-126,2
2039,1268,12,-110,15
2040,1648,10,-280,4
2041,1755,10,-133,2
2042,1297,11,37,15
2043,1292,9,3,9
2044,1625,11,-157,10
2045,1651,9,-66,3
2046,1358,11,-213,2

min,,4
max,,17
steps,,8
decimal
