year,C1,C2,C3,C12,M1,M2,M8,Co2,Co3
,label C1,label C2-LCF,label C3,label C12,label M1-LCF,label M2,label M8,label Co2,label Co3
1987,7,25,-8,1,4,-30,70,43,131
1988,11,41,-91,4,2,-122,72,45,195
1989,13,21,-37,2,3,-63,61,43,216
1990,9,36,106,2,7,53,84,40,114
1991,8,46,-114,3,1,-50,54,32,176
1992,13,37,-5,3,3,-36,50,52,102
1993,13,34,-112,0,8,-210,53,32,92
1994,8,25,-19,1,5,-68,64,45,174
1995,1,14,-29,3,6,-98,65,45,152
1996,2,14,11,1,2,-35,67,51,196
1997,1,20,-25,3,3,-124,76,33,183
1998,8,25,-40,3,3,-62,60,30,148
1999,11,35,-59,1,13,-245,59,45,115
2000,15,29,-121,0,6,-176,60,31,161
2001,15,32,-49,1,4,-76,59,40,185
2002,7,36,50,2,6,-16,62,37,133
2003,3,23,17,2,6,-12,72,30,204
2004,12,35,-16,2,5,-65,61,34,185
2005,7,31,12,2,6,-24,54,50,160
2006,4,30,-28,2,2,-59,69,43,145
2007,13,28,-39,1,7,37,53,41,260
2008,8,32,-60,4,0,-2,66,41,239
2009,13,43,7,1,11,5,63,39,154
2010,6,35,20,2,4,21,63,53,199
2011,3,35,-108,3,2,-169,71,32,116
2012,7,36,-6,0,8,-38,79,36,154
2013,4,23,-94,3,7,-129,70,31,130
2014,5,18,-100,5,1,-206,64,33,163
2015,2,35,25,1,5,-11,79,50,160
2016,10,20,-2,2,0,22,43,31,262
2016
2017,4,13,-10,3,15,-60,57,29,107
2018,37,26,-122,2,8,-184,45,32,180
2019,15,22,-156,4,11,-267,50,34,76
2020,16,15,-23,3,10,-135,64,43,168
2021,4,21,-107,2,9,-154,51,18,132
2022,27,29,-123,4,16,-230,42,36,122
2023,21,25,-75,2,5,-174,42,24,127
2024,1,23,-94,2,9,-142,65,30,139
2025,8,24,-89,0,10,-142,68,32,121
2026,12,20,-121,3,2,-227,50,40,103
2027,9,34,-97,4,10,-257,57,17,156
2028,7,26,-47,6,2,-169,62,21,139
2029,29,20,-144,2,34,-312,50,30,116
2030,19,13,-78,2,4,-164,63,35,133
2031,13,21,-94,4,1,-111,58,25,181
2032,11,33,71,2,10,-52,57,39,66
2033,25,20,-37,2,12,-166,57,14,108
2034,19,8,-16,3,15,-93,66,37,210
2035,16,16,9,2,10,-74,76,30,130
2036,9,11,-106,5,18,-144,66,20,240
2037,17,25,-33,1,8,-96,39,34,125
2038,16,20,3,2,7,-66,68,23,132
2039,8,28,-40,0,10,-102,65,20,157
2040,23,13,-73,2,17,-215,49,29,95
2041,15,22,-52,2,14,-127,37,39,196
2042,1,34,71,1,16,28,83,21,149
2043,8,22,64,0,14,-73,62,16,113
2044,29,30,-56,3,12,-136,46,36,114
2045,27,22,-69,4,4,-76,38,28,189
2046,9,21,24,3,11,-130,78,23,86

min,,,,,,,10
max,,,,,,,90
steps,,,,,,,9
decimal
