year,average-temperature-winter,average-temperature-spring,average-temperature-summer,average-temperature-fall
1987,-2.1,10.4,16.7,4.7
1988,2.0,12.1,15.8,4.7
1989,3.6,11.2,16.0,4.5
1990,4.7,12.3,16.8,5.2
1991,1.6,10.3,18.0,3.7
1992,2.0,12.5,17.7,4.3
1993,1.8,13.8,15.6,3.5
1994,3.4,12.0,18.0,6.4
1995,1.8,11.4,16.3,4.5
1996,-0.8,12.1,14.3,3.3
1997,2.4,11.4,16.6,4.4
1998,3.2,12.8,16.0,3.7
1999,2.1,12.2,17.2,4.1
2000,2.6,13.6,16.0,6.5
2001,3.2,11.6,15.8,4.5
2002,3.6,12.7,15.5,6.1
2003,1.1,14.5,18.4,4.2
2004,1.2,12.3,17.1,4.8
2005,0.5,13.2,16.4,4.0
2006,-0.5,13.1,18.0,7.0
2007,4.5,15.0,15.9,3.9
2008,3.0,12.9,15.7,4.1
2009,-0.2,13.7,17.4,4.8
2010,0.1,11.9,16.3,3.4
2011,2.3,14.0,16.9,5.1
2012,1.1,13.1,16.8,4.8
2013,-0.3,11.7,17.2,5.0
2014,3.9,13.2,16.2,6.7
2015,1.5,12.9,17.7,6.4
2016,2.9,12.2,17.7,4.0
