year,annual-hydric-deficit
1987,-359
1988,-396
1989,-784
1990,-405
1991,-263
1992,-563
1993,-533
1994,-614
1995,-290
1996,-35
1997,-424
1998,-819
1999,-471
2000,-840
2001,-481
2002,-385
2003,-190
2004,-409
2005,219
2006,-541
2007,-556
2008,-598
2009,-182
2010,-542
2011,-485
2012,-525
2013,-296
2014,-297
2015,-302
2016,-269
