year,annual-precipitations
1987,754
1988,804
1989,399
1990,683
1991,749
1992,522
1993,623
1994,624
1995,824
1996,953
1997,640
1998,509
1999,729
2000,307
2001,677
2002,631
2003,818
2004,570
2005,1239
2006,530
2007,582
2008,542
2009,924
2010,594
2011,621
2012,691
2013,884
2014,770
2015,794
2016,854
