year,annual-frozen-days
1987,89
1988,63
1989,66
1990,64
1991,90
1992,61
1993,76
1994,42
1995,79
1996,106
1997,81
1998,74
1999,65
2000,38
2001,70
2002,46
2003,82
2004,91
2005,81
2006,78
2007,47
2008,67
2009,73
2010,97
2011,74
2012,63
2013,76
2014,50
2015,67
2016,61
