year,annual-hydric-deficit
1987,69
1988,68
1989,-174
1990,-286
1991,-319
1992,-29
1993,-247
1994,-170
1995,73
1996,-108
1997,-167
1998,-124
1999,-101
2000,-154
2001,-142
2002,53
2003,-489
2004,-157
2005,-154
2006,-126
2007,-8
2008,-171
2009,-158
2010,37
2011,-262
2012,-244
2013,-35
2014,-183
2015,-348
2016,-169
