year,V1,V2,V3,V9
,label V1,label V2,label V3,label V9-LCF
1987,1484,8,-303,2
1988,1549,11,-191,3
1989,1303,8,-129,6
1990,1381,10,-302,4
1991,1324,9,-295,2
1992,1642,12,-304,3
1993,1211,8,-324,2
1994,1370,8,-325,4
1995,1721,12,-213,4
1996,1397,10,-332,6
1997,1444,10,-380,1
1998,1230,10,-218,6
1999,1327,8,-321,1
2000,1314,8,-309,1
2001,1308,10,-242,12
2002,1238,8,-255,4
2003,1373,9,-199,17
2004,1634,10,-304,5
2005,1399,10,-302,0
2006,1553,11,-262,12
2007,1708,12,-378,5
2008,1313,9,-149,2
2009,1422,11,-273,10
2010,1524,13,-261,3
2011,1089,8,-140,9
2012,1393,9,-290,10
2013,1465,11,-265,6
2014,1383,9,-318,10
2015,1297,9,-318,16
2016,1405,11,-229,4
2016
2017,1711,12,-369,2
2018,1316,11,-216,7
2019,1691,10,-354,7
2020,1760,12,-249,1
2021,1591,10,-429,11
2022,1702,11,-397,1
2023,1535,11,-403,1
2024,1811,10,-407,0
2025,1649,10,-302,1
2026,1536,10,-437,0
2027,1698,9,-287,4
2028,1642,11,-361,11
2029,1708,10,-363,0
2030,1659,10,-506,7
2031,1764,11,-333,0
2032,1495,11,-326,4
2033,1505,9,-277,0
2034,1526,11,-374,1
2035,1468,9,-369,4
2036,1297,7,-204,2
2037,1456,11,-320,6
2038,1683,11,-306,2
2039,1560,9,-332,2
2040,1661,11,-454,2
2041,1687,10,-277,0
2042,1671,10,-327,1
2043,1631,11,-288,6
2044,1713,10,-308,2
2045,1545,9,-287,10
2046,1509,10,-265,10

min,,4
max,,17
steps,,8
decimal
