year,annual-average-temperature
1987,8.6
1988,10.1
1989,10.4
1990,9.8
1991,8.8
1992,10.3
1993,9.9
1994,11.1
1995,9.7
1996,8.2
1997,9.8
1998,10.4
1999,10.6
2000,11.1
2001,10.4
2002,10.8
2003,11.0
2004,9.8
2005,9.8
2006,10.3
2007,10.6
2008,10.4
2009,9.9
2010,8.7
2011,10.5
2012,10.0
2013,9.6
2014,11.1
2015,10.9
2016,10.2
