year,F1,F3,M4
,label F1,label F3,label M4-LCF
1987,51,126,0
1988,65,122,0
1989,82,144,0
1990,56,141,0
1991,72,137,0
1992,63,130,1
1993,89,146,0
1994,57,129,0
1995,82,141,0
1996,97,143,0
1997,91,143,1
1998,85,142,0
1999,70,127,0
2000,68,133,0
2001,77,147,0
2002,86,143,1
2003,82,153,0
2004,83,142,0
2005,65,131,0
2006,79,144,0
2007,92,148,1
2008,92,140,1
2009,82,143,0
2010,67,127,0
2011,68,133,0
2012,67,136,0
2013,73,136,0
2014,65,142,0
2015,110,154,0
2016,91,145,1
2016
2017,67,126,0
2018,88,148,1
2019,62,132,0
2020,62,132,1
2021,92,143,0
2022,79,134,1
2023,47,127,0
2024,64,131,1
2025,64,133,0
2026,87,137,1
2027,60,127,0
2028,43,135,0
2029,78,134,0
2030,83,141,0
2031,47,127,1
2032,76,135,0
2033,84,144,0
2034,82,143,0
2035,66,123,1
2036,21,139,0
2037,63,141,0
2038,63,121,0
2039,47,127,0
2040,33,129,2
2041,76,133,0
2042,70,133,0
2043,80,139,0
2044,85,133,1
2045,78,142,0
2046,55,138,0

min,,90,0
max,,190,6
steps,,11,7
decimal
