year,annual-estival-days
1987,26
1988,39
1989,52
1990,39
1991,37
1992,53
1993,49
1994,54
1995,55
1996,35
1997,60
1998,41
1999,54
2000,43
2001,48
2002,41
2003,90
2004,39
2005,51
2006,62
2007,43
2008,48
2009,43
2010,42
2011,63
2012,53
2013,44
2014,42
2015,58
2016,57
