year,A1,A2,A3
,label A1,label A2,label A3
1987,26,2701,182
1988,15,2703,108
1989,38,2434,234
1990,11,2654,81
1991,15,2525,145
1992,43,2426,267
1993,23,2472,208
1994,11,2329,105
1995,12,2515,105
1996,9,2791,115
1997,31,2548,226
1998,25,2542,173
1999,13,2289,123
2000,33,2516,256
2001,29,2393,163
2002,22,2571,175
2003,26,2503,180
2004,25,2636,161
2005,29,2436,220
2006,24,2617,215
2007,19,2419,135
2008,8,2664,97
2009,34,2679,235
2010,13,2452,104
2011,17,2633,172
2012,29,2516,232
2013,10,2552,92
2014,14,2699,85
2015,18,2659,144
2016,26,2525,165
2016
2017,47,2374,285
2018,18,2040,167
2019,43,2589,299
2020,55,2470,344
2021,51,2214,379
2022,48,2307,290
2023,45,2079,326
2024,53,2361,379
2025,53,2371,396
2026,61,2278,418
2027,51,1859,383
2028,36,2391,227
2029,50,2224,385
2030,38,2421,351
2031,53,2288,327
2032,51,2504,364
2033,47,2196,280
2034,37,2165,251
2035,44,2144,323
2036,52,2435,315
2037,42,2323,254
2038,50,2349,305
2039,35,2046,227
2040,72,2344,490
2041,69,2379,455
2042,28,2443,230
2043,42,2101,286
2044,54,2066,350
2045,36,2161,248
2046,43,2495,246
