year,C1,C2,C3,C12,M1,M2,M8,Co2,Co3
,label C1,label C2,label C3,label C12,label M1,label M2,label M8,label Co2,label Co3
1987,28,1,-87,4,5,-242,44,15,70
1988,12,1,3,6,3,-178,67,17,131
1989,20,9,-28,2,8,-225,50,14,35
1990,12,7,-10,6,0,-175,67,6,112
1991,19,1,-88,6,3,-245,55,24,106
1992,22,6,-18,4,9,-94,46,18,145
1993,10,0,-67,6,11,-275,65,15,89
1994,10,2,-65,5,3,-275,70,14,80
1995,10,3,-120,4,5,-213,52,19,119
1996,20,5,-124,5,1,-275,53,26,160
1997,25,4,-126,3,8,-224,43,26,155
1998,33,2,-112,7,1,-315,49,18,91
1999,25,5,-128,4,3,-260,39,5,92
2000,21,4,-83,5,10,-267,56,18,156
2001,37,4,-146,6,2,-244,36,8,173
2002,16,0,-12,5,2,-206,53,29,99
2003,21,2,-97,7,1,-315,56,20,61
2004,22,2,-53,6,2,-202,66,18,87
2005,16,1,-142,5,8,-276,50,14,155
2006,29,2,-120,7,12,-297,43,15,89
2007,10,0,-3,6,4,-118,63,14,137
2008,5,2,-61,4,0,-168,59,29,68
2009,23,4,-113,8,12,-342,52,18,97
2010,17,1,-109,5,3,-291,52,23,66
2011,20,0,-18,7,1,-186,50,31,86
2012,18,2,-30,3,17,-242,61,27,133
2013,2,2,-48,5,1,-144,73,13,145
2014,19,4,-63,5,0,-158,49,23,81
2015,17,2,-31,7,2,-221,60,28,75
2016,11,0,-53,7,8,-188,55,21,144
2016
2017,30,4,-106,5,6,-355,45,13,107
2018,14,0,-107,6,3,-326,52,9,71
2019,19,4,-199,7,11,-412,41,20,76
2020,27,3,-99,5,19,-341,51,18,100
2021,35,1,-189,7,14,-488,46,9,112
2022,39,3,-192,7,10,-383,31,11,98
2023,28,0,-218,5,15,-481,43,9,90
2024,32,5,-189,5,12,-407,41,12,71
2025,34,1,-172,7,21,-379,50,8,137
2026,39,2,-206,6,18,-420,40,5,143
2027,39,0,-177,7,9,-472,20,9,53
2028,33,0,-111,6,5,-302,37,31,72
2029,34,0,-133,2,13,-348,49,15,154
2030,39,0,-175,6,12,-414,23,31,78
2031,23,0,-95,3,7,-214,42,4,152
2032,38,1,-178,6,18,-426,33,22,148
2033,37,1,-93,6,8,-313,32,7,109
2034,33,0,-115,9,7,-341,27,14,71
2035,25,0,-151,7,12,-421,50,3,88
2036,27,10,-33,5,17,-287,45,25,124
2037,31,2,-114,6,10,-280,57,12,132
2038,42,1,-113,7,5,-339,41,16,91
2039,24,0,-29,5,8,-220,49,3,109
2040,41,0,-91,6,31,-353,33,13,65
2041,37,0,-162,9,26,-404,43,30,65
2042,23,0,-54,7,9,-254,49,24,134
2043,19,2,-80,6,9,-329,41,9,91
2044,37,1,-134,5,9,-289,45,10,165
2045,25,0,-128,5,9,-262,52,6,125
2046,18,2,-124,8,5,-323,51,12,118

min,,,,0
max,,,,14
steps,,,,8
decimal



