year,annual-precipitations
1987,960
1988,943
1989,672
1990,916
1991,862
1992,798
1993,660
1994,805
1995,822
1996,722
1997,661
1998,707
1999,889
2000,729
2001,808
2002,679
2003,583
2004,924
2005,687
2006,841
2007,804
2008,935
2009,782
2010,898
2011,591
2012,697
2013,723
2014,807
2015,560
2016,853
