year,V1,V2,V3,V9
,label V1,label V2,label V3,label V9
1987,1732,11,-307,5
1988,1382,9,-225,1
1989,1749,9,-340,2
1990,1250,8,-189,5
1991,1522,11,-329,3
1992,1904,11,-199,1
1993,1566,10,-333,2
1994,1543,10,-375,0
1995,1530,10,-271,5
1996,1491,9,-337,0
1997,1896,10,-313,0
1998,1708,12,-378,5
1999,1686,11,-357,0
2000,1724,11,-313,5
2001,1780,11,-268,0
2002,1747,13,-228,1
2003,1693,12,-388,2
2004,1443,8,-270,5
2005,1802,12,-349,3
2006,1803,11,-406,4
2007,1616,11,-187,1
2008,1498,11,-283,7
2009,1737,12,-384,1
2010,1538,9,-349,3
2011,1705,11,-255,3
2012,1663,10,-280,1
2013,1401,10,-204,1
2014,1505,11,-251,1
2015,1595,10,-289,6
2016,1580,9,-275,6
2016
2017,1924,12,-402,2
2018,1697,11,-413,1
2019,1979,13,-520,0
2020,1994,11,-447,0
2021,2019,12,-570,0
2022,2028,11,-458,0
2023,2009,13,-577,0
2024,2017,13,-501,1
2025,1983,12,-408,4
2026,1997,13,-452,4
2027,2126,12,-599,4
2028,1810,10,-376,0
2029,2012,14,-433,1
2030,2143,12,-541,0
2031,1985,13,-282,0
2032,2099,12,-431,3
2033,2023,12,-367,3
2034,1976,10,-403,0
2035,1955,12,-481,0
2036,1937,12,-306,3
2037,1687,12,-339,7
2038,1940,13,-379,0
2039,1919,12,-296,0
2040,2227,11,-457,3
2041,2194,14,-509,3
2042,1792,12,-275,0
2043,2008,12,-402,0
2044,1981,13,-359,0
2045,1776,12,-335,0
2046,1729,12,-405,5

min,1000,6
max,2500,16
steps,7,11
decimal



