year,average-temperature-winter,average-temperature-spring,average-temperature-summer,average-temperature-fall
1987,1.6,12.9,19.0,7.7
1988,5.8,14.2,17.9,7.6
1989,5.7,14.0,18.9,7.6
1990,6.9,14.0,19.0,7.5
1991,4.8,12.4,20.3,6.2
1992,4.5,14.3,19.2,7.6
1993,4.9,15.0,17.6,6.7
1994,6.4,13.1,18.5,9.1
1995,5.7,12.6,17.7,8.1
1996,4.5,13.1,16.1,6.7
1997,5.5,13.2,18.7,8.2
1998,5.5,13.7,17.7,6.2
1999,5.4,13.9,19.0,7.0
2000,5.3,14.7,18.2,9.6
2001,7.1,13.5,17.9,7.0
2002,7.0,14.1,17.5,9.5
2003,4.7,16.1,20.5,7.7
2004,4.7,13.1,18.1,7.8
2005,4.2,15.0,18.5,7.6
2006,4.0,14.4,19.9,9.4
2007,6.8,15.8,16.9,6.5
2008,6.2,14.2,17.2,7.0
2009,3.7,14.8,19.1,8.6
2010,3.7,13.6,18.2,6.5
2011,5.6,15.7,18.6,9.8
2012,4.6,14.3,18.5,8.9
2013,4.1,13.1,19.2,8.1
2014,7.5,14.8,18.0,9.9
2015,5.3,15.4,19.4,9.5
2016,6.1,13.6,19.9,7.0
