year,annual-average-temperature
1987,10.3
1988,11.4
1989,11.6
1990,11.9
1991,11.0
1992,11.4
1993,11.1
1994,11.8
1995,11.1
1996,10.1
1997,11.4
1998,10.8
1999,11.4
2000,12.0
2001,11.4
2002,12.0
2003,12.3
2004,11.0
2005,11.4
2006,12.0
2007,11.5
2008,11.2
2009,11.6
2010,10.5
2011,12.5
2012,11.6
2013,11.2
2014,12.6
2015,12.5
2016,11.7
